text,label,split
medical prescription dosage frequency drug side effects patient pharmacist real estate listing bedroom bathroom square feet amenities neighbourhood asking price,2,train
development goals sdgs united nations 2030 agenda inclusive growth environmental impact assessment lifecycle analysis cradle gate product carbon footprint lca water stewardship conservation zero liquid discharge recycled water effluent treatment,1,train
circular bioeconomy biogenic carbon renewable feedstock bio-based materials cascade sustainable development finance taxonomy classification eligible activities criteria,1,val
pet care veterinary appointment vaccination flea tick worming grooming diet nutrition wedding planning venue photographer florist guest list invitation seating,2,train
software version fixes performance improvements user interface enhancements changelog meeting agenda project kickoff discussion timeline milestones stakeholders action items,2,train
waste hazardous non-hazardous recycling co-processing incineration landfill diversion supplier of conduct assessment corrective action programme,1,train
occupational health medical surveillance audiometry pre-employment periodic fitness wellbeing women leadership succession mentoring innovation development sustainable products circular revenue green chemistry,1,train
insurance policy premium coverage exclusion claim procedure beneficiary renewal furniture assembly instruction parts list screws bolts allen key diagram step component flight booking seat selection baggage meal preference check-in boarding,2,train
ghg reduction projects furnace replacement renewable ppa open access solar wind power,0,val
streaming platform recommendation algorithm watch history genre preference rating,2,val
photography landscape portrait lighting composition golden hour lens aperture shutter podcast topic guest discussion download subscribe review rating,2,train
holding subsidiary associate companies joint ventures shares held business csr details applicable turnover net worth section 135 companies csr committee spend transparency disclosures grievances resolution remarks financial year,0,train
plumber electrician carpenter handyman service charges emergency contact bakery cake order fondant custom design delivery advance library membership book issue return fine renewal reading room,2,train
responsible ai ethics algorithm explainability governance framework net nature biodiversity credits habitat banking ecosystem restoration corporate supply chain transparency blockchain technology verification audit,1,train
bakery cake flavour fondant custom delivery booking library membership book issue return fine reservation reading room parking lot charges daily monthly pass vehicle two four wheeler,2,train
update features fixes improved battery optimised download store hotel booking checkout breakfast included pool gym spa cancellation policy,2,train
e-commerce return policy refund exchange size chart product review photo upload digital wallet top-up balance transfer payment qr code merchant cashback offer,2,val
cooking tutorial step preparation technique garnish plating serving suggestion book plot themes author biography edition publisher review,2,train
subscription streaming service movies shows episodes seasons watch list recommend bank statement transaction history debit atm withdrawal,2,train
overview material responsible business conduct environmental social risk opportunity training awareness programmes board directors kmp employees workers coverage fines penalties punishment compounding fees settlement proceedings,0,train
catering menu items quantity serving vegetarian non-vegetarian buffet delivery bouquet arrangement occasion message card same day express,2,train
academic transcript grades course credits semester gpa dean graduation certificate restaurant menu appetizers main course dessert price chef promotion,2,train
water intensity kilolitres unit product groundwater surface third party consumption withdrawal emissions intensity metric tonnes co2 equivalent per revenue unit combined packaging reduction virgin recycled content post-consumer pcr compliance filing,1,train
principle 2 goods services sustainable safe producer responsibility lifecycle impact 3 employee wellbeing permanent health insurance accident insurance maternity,0,train
deforestation free supply chain palm soy beef timber responsible sourcing ocean plastics marine extended responsibility recycling infrastructure sustainable packaging bio-based compostable recyclable design lightweighting reuse refill,1,train
principle 2 goods services sustainable safe extended producer responsibility lifecycle principle employee wellbeing permanent workers health insurance accident insurance maternity principle 4 stakeholder interests communities investors dealers responsive,0,train
environmental assessment lifecycle analysis cradle to gate carbon footprint lca water watershed conservation zero liquid discharge recycled effluent biodiversity ecosystem services natural capital accounting wetlands forests,1,train
podcast episode guest interview discussion subscribe review rating interior design scheme furniture accent wall lighting online course certification module quiz assignment deadline,2,train
weather forecast sunny partly cloudy temperature humidity wind speed precipitation outlook software engineer required python javascript experience preferred product manual installation guide safety warnings troubleshooting faq technical specifications,2,train
compliance whistleblower ethics hotline speak up code conduct sustainability annual integrated assurance external independent auditor,1,train
carbon footprint product boundary scope methodology factor water blue green grey scarcity weighting watershed level assessment methodology,1,train
weather forecast sunny partly cloudy temperature humidity wind speed precipitation outlook job posting software engineer required python react experience preferred product safety warnings troubleshooting technical specifications,2,train
environmental compliance water act air act environment protection applicable laws india trade industry chambers associations affiliations national international reach members,0,val
health safety ohs 45001 plants safety controls employee sensitisation training human rights labour conditions due diligence training employees value chain fairness corporate transparency accountability board oversight stakeholders,0,train
music playlist songs artist album genre pop jazz classical shuffle fitness workout sets rest calories heart rate home renovation kitchen remodel bathroom upgrade painting contractor quote,2,train
wages paid employees workers equal more than minimum wage permanent other than remuneration salary wages median board directors employees male female gross wages females percentage total wages financial year comparison previous year,0,train
lgbtq inclusion rainbow belonging psychological safety culture workplace responsible ai ethics algorithm bias explainability governance framework net nature biodiversity banking ecosystem corporate,1,train
recycled reused input material total material value foundry operations manufacturing plants employee health insurance accident insurance maternity paternity day facilities,0,train
thinking value creation six capitals financial manufactured intellectual sustainability governance board esg non-executive director expertise ghg protocol scope 1 3 inventory verification third assurance limited,1,train
life cycle assessment lca products manufacturing boundary gate independent agency recycled input total material value foundry operations manufacturing,0,train
social network profile bio follower following post story reel comment share streaming platform recommendation algorithm watch history genre preference rating,2,val
dictionary word pronunciation etymology synonym antonym usage sentence driving licence renewal form documents fees test registration passport application form birth certificate photograph travel,2,train
impact weighted accounts true cost accounting natural capital externalities valuation paris aligned investment strategy 1.5 degree ipcc scenario portfolio alignment,1,val
international codes certifications iso bis ce fm ul star rating products commitments renewable energy targets fy 2026 2030 workshops training sessions ngrbc nine principles percentage spend,0,train
biodiversity positive strategy ipbes species area relationship habitat connectivity circular bioeconomy biogenic carbon renewable feedstock bio-based materials cascade,1,val
workforce diversity equity inclusion posh zero complaints investigations sustainable sourcing brsr core value chain implementation business spend percentage certification manufacturing plants eco label submersible pumps castings products,0,train
sebi notification cfd-sec-2 brsr core parameters reasonable assurance reporting general disclosures corporate number cin paid-up capital bse nse,0,train
recipe ingredients sugar butter eggs extract baking powder combine movie review narrative outstanding travel hotel reservation sightseeing tourist attractions local cuisine,2,train
energy saved improved efficiency renewable sources total production consumption reduction,0,val
scope 3 categories upstream downstream purchased goods services capital business travel waste climate scenario analysis 1.5c 2c 4c physical risks opportunities resilience,1,train
brsr mandatory filing sebi regulation 34 annual report section c performance disclosures national international codes certifications iso bis bee ce fm ul rating products,0,train
news feed algorithm trending topic engagement click-through rate impressions food delivery app restaurant rating cuisine filter price range estimated time,2,val
review ngrbcs board frequency annually half yearly quarterly monthly basis anti-corruption bribery zero tolerance accountable action fraud,0,train
benefits pf esi national pension deducted deposited authority accessibility differently abled rights act premises workstations performance career development reviews employees workers total covered percentage financial year,0,train
driving licence renewal form documents fees test transport authority passport application birth certificate travel ration card family members income address food grain entitlement,2,train
product sustainability eco design recyclability end of life take back scheme packaging reduction climate resilience adaptation mitigation physical risk chronic acute transition regulatory market,1,train
nine principles indicators leadership compliance transparency accountability principle 1 businesses conduct govern ethical transparent anti-bribery policy principle goods services sustainable safe producer responsibility lifecycle impact,0,train
specific goals timelines renewable energy targets fy 2026 2029 2030 esg value chain partners sessions ngrbc nine principles percentage spend,0,train
consumer complaints data privacy advertising cyber security delivery restrictive trade,0,val
principle 8 inclusive growth equitable development csr social impact assessment principle consumer value data privacy cyber security product complaints,0,train
yoga meditation mindfulness breathing technique pose asana energy balance stress photography landscape portrait lighting composition golden hour aperture shutter,2,train
posh complaints harassment discrimination child labour forced wages filed pending assessments plants child labour forced labour wages discrimination,0,train
packaging virgin recycled content post-consumer epr compliance filing health medical surveillance audiometry pre-employment periodic fitness gender diversity women leadership pipeline planning mentoring sponsorship,1,train
event management conference seminar workshop registration delegate speaker sponsor tourist visa application embassy appointment fee interview approval,2,train
supplier sustainability of conduct assessment corrective plan improvement programme product eco design recyclability end of take back scheme packaging reduction climate resilience adaptation physical chronic acute transition regulatory market,1,train
research paper methodology results discussion conclusion references peer reviewed journal online cart checkout gateway card billing address confirmation,2,train
renewable energy solar wind power purchase agreement carbon clean social impact community engagement beneficiaries vulnerable marginalised upliftment employee wellbeing health work life balance diversity gender pay equity wellness,1,train
differently abled rights persons disabilities act premises offices workstations performance development employees workers total covered percentage financial year,0,train
gym membership pricing trainer schedule locker room parking sauna gardening tips seasonal planting pruning fertiliser pest control soil,2,train
deforestation free supply chain palm oil soy beef timber responsible policy ocean plastics pollution extended responsibility recycling infrastructure sustainable packaging bio-based compostable recyclable design lightweighting refill,1,train
performance career development reviews employees workers total covered percentage financial year health safety management iso 45001 coverage hazard risk assessment safety incidents ltifr lost time injury frequency rate recordable fatalities high consequence,0,train
scheme carbon market offset quality additionality permanence verification modern slavery act transparency reporting supply chain forced labour indicators red flags,1,train
science based targets freshwater land biodiversity ocean targets nature positive 2030 corporate sustainability reporting csrd european esrs disclosure transition finance credibility alignment paris sector decarbonisation pathway,1,train
reused material total material value foundry manufacturing plants wellbeing health insurance accident insurance maternity paternity day care facilities,0,train
global reporting initiative gri standards sustainability report social governance carbon neutrality net 2050 climate scope 3 emissions value chain decarbonization,1,train
fitness routine workout plan sets repetitions rest interval calories heart rate renovation kitchen remodel bathroom flooring painting contractor quote,2,train
driving licence renewal form documents fees authority registration passport birth certificate photograph fee appointment travel card family members income certificate address grain entitlement,2,train
transparency disclosures compliance grievances pending resolution remarks financial year overview material responsible conduct environmental risk opportunity table awareness programmes board directors kmp employees workers percentage coverage,0,train
label sender recipient weight dimensions fragile handle care customs birthday party invitation decorations games goodie bags venue children,2,train
gender diversity women leadership pipeline succession planning mentoring sponsorship programme innovation research development sustainable products services circular revenue green chemistry,1,train
topic guest interview discussion download review interior design colour scheme furniture layout wall lighting fixture minimalist online course certification module assignment deadline platform,2,train
plastic packaging reduction virgin recycled content pcr epr compliance filing occupational health medical surveillance audiometry pre-employment periodic fitness wellbeing,1,train
task force climate financial disclosures tcfd physical transition risks opportunities scenario science based targets sbti 1.5 degree pathway absolute emissions reduction committed verified esg rating msci sustainalytics cdp a-list security climate change forests disclosure,1,train
provider reasonable assurance sebi notification listed entity brsr core indicators grievance mechanism communities investors shareholders employees workers dealers,0,train
integrated thinking value creation six capitals financial manufactured human social sustainability governance board oversight esg committee non-executive director expertise ghg protocol scope 1 2 inventory verification third party assurance limited,1,train
social impact assessments sia projects rehabilitation resettlement pafs covered amounts community grievances mechanisms committee site administration security hr function,0,val
transition plan 2030 2040 2050 milestones interim accountability annual carbon price internal decarbonisation capex investment decisions climate action 3 categories upstream purchased goods business travel waste,1,train
conflict minerals cobalt mica lithium responsible sourcing traceability custody smelter risk physical regulatory reputational stress scarcity flood contamination transition 2030 2040 2050 milestones interim accountability governance annual,1,train
anti-corruption bribery zero transparent accountable disciplinary action fraud conflict interest board directors declaration annually code of conduct awareness value chain partners training sessions suppliers covered,0,train
product recalls voluntary forced safety issues instances reasons number category,0,val
task force disclosures tcfd physical transition risks opportunities scenario based targets sbti 1.5 pathway absolute emissions committed esg rating msci sustainalytics a-list water security climate change forests disclosure,1,train
book plot themes author biography edition publisher review technology review smartphone camera battery performance benchmark comparison price,2,train
sustainability governance board oversight esg non-executive director expertise protocol scope 1 2 3 inventory verification third party assurance limited reasonable waste management hazardous non-hazardous recycling incineration diversion,1,train
materiality significant topics stakeholders business impact environmental pillar sustainability targets science based near term long term net zero committed baseline,1,train
school curriculum syllabus examination marks grade promotion admission fees timetable ticket venue time support act backstage pass experience yoga meditation mindfulness breathing pose asana energy balance stress,2,train
remuneration salary directors workers male female gross wages females percentage total wages year comparison previous year,0,train
brsr core value chain implementation business spend greenco manufacturing eco label submersible castings products,0,train
board diversity independence gender skills matrix experience expertise executive remuneration pay ratio ceo median sustainability performance linked incentives anti-corruption compliance whistleblower ethics hotline speak up culture code business conduct,1,train
green hydrogen renewable energy carrier fuel cells electrolysis decarbonise hard-to-abate carbon capture storage utilisation ccus negative emissions technology direct air capture,1,val
pet care veterinary appointment vaccination flea tick worming grooming diet nutrition wedding planning photographer florist guest list invitation seating,2,train
vehicle service schedule oil change tyre rotation brake inspection filter mileage game level cheat code achievement boss fight strategy guide,2,train
biodiversity positive strategy ipbes species area relationship habitat connectivity circular bioeconomy biogenic carbon renewable feedstock bio-based materials cascade,1,val
impact assessment community engagement beneficiaries vulnerable upliftment employee mental health life balance diversity inclusion gender pay equity wellness human rights due diligence modern slavery labour forced labour chain vendors,1,train
game walkthrough level cheat code unlock boss strategy guide tips zodiac sign personality traits prediction love finance weekly,2,train
bank statement transaction balance debit credit atm withdrawal deposit electricity bill consumed tariff rate charges surcharge due date payment newspaper article headline journalist reporter editor publication date byline column,2,train
key management board directors remuneration median wages male female workers brsr mandatory sebi regulation 34 annual report section c national international codes certifications iso bis bee fm ul star rating products,0,train
integrated management system ims certification surveillance recertification cycle scope emission factor grid electricity renewable energy attribute certificate calculation,1,val
based targets sbti 1.5 degree pathway emissions reduction committed verified esg rating msci sustainalytics water security climate change integrated thinking value creation six capitals financial manufactured intellectual human social,1,train
sustainability governance board oversight esg committee director expertise ghg protocol scope 1 inventory verification third party limited reasonable,1,train
gender diversity women leadership pipeline succession planning mentoring sponsorship programme innovation research development products services circular revenue green chemistry sustainable finance bonds loans sustainability bonds second opinion,1,train
water groundwater surface third party consumption intensity kilolitres turnover air emissions nox sox particulate matter volatile organic compounds mt per year measurements,0,train
conflict interest board directors declaration annually of conduct compliance awareness programmes value chain partners sessions dealers suppliers covered,0,train
governance transparency oversight stakeholders rules sebi listing obligations disclosure requirements regulation materiality penalties power equipment turnover nic code products services sold,0,train
booking check-in checkout included gym spa cancellation train ticket reservation seat berth coach class status platform arrival departure grocery list milk bread eggs vegetables fruits cereals cooking snacks,2,train
circular economy metrics material circularity indicator ellen macarthur foundation emissions trading scheme market offset additionality verification,1,train
flower delivery bouquet arrangement occasion message card same express dear customer your order has been shipped tracking number estimated delivery business update version bug fixes user interface enhancements changelog,2,train
biodiversity ecologically sensitive national parks wildlife sanctuaries biosphere reserves,0,val
csr applicable turnover net worth section 135 companies act csr committee transparency disclosures compliance grievances pending resolution remarks year,0,train
diversity independence gender age nationality skills matrix experience expertise committees executive pay ratio ceo median employee sustainability performance linked incentives anti-corruption compliance whistleblower ethics speak culture code business conduct,1,train
technology review smartphone camera battery performance benchmark price insurance policy premium coverage exclusion claim procedure beneficiary renewal furniture assembly instruction list screws bolts allen key diagram step component,2,train
digital sustainability ai machine learning efficiency resource optimisation predictive maintenance responsible esg integration engagement voting exclusion screening portfolio,1,train
biodiversity conservation ecosystem natural capital accounting wetlands forests circular economy principles reduce reuse landfill extended renewable solar wind power purchase agreement carbon offsets clean energy transition,1,train
library book issue return fine renewal reservation reading room parking lot hourly daily monthly season pass vehicle two four wheeler,2,train
weather forecast partly cloudy temperature humidity wind speed precipitation outlook job posting software required javascript react experience preferred,2,train
stakeholder groups key entity frequency engagement channels communication purpose scope wages paid employees workers equal more than minimum wage permanent than,0,train
corporate governance transparency accountability board oversight stakeholders rules obligations disclosure requirements materiality fines penalties manufacturing power equipment percentage turnover code products sold,0,train
property registration stamp circle rate sub-registrar verification scholarship application academic merit income proof institution recommendation blood donation camp voluntary health eligibility criteria hospital,2,train
development goals sdgs united nations 2030 agenda growth communities environmental impact assessment lifecycle analysis cradle to product carbon footprint lca water stewardship watershed conservation zero liquid discharge recycled water effluent treatment,1,train
consumer complaints data privacy advertising cyber security delivery restrictive trade product recalls voluntary forced safety issues instances reasons number category,0,val
sustainable sdgs nations 2030 agenda inclusive growth communities environmental impact assessment lifecycle cradle to product carbon footprint,1,train
supply chain sustainability esg compliance suppliers dealers annual assessment percentage,0,val
review committee board frequency annually half yearly quarterly basis anti-corruption bribery zero tolerance transparent accountable disciplinary action,0,train
scope 3 categories upstream downstream purchased goods services capital travel waste climate scenario analysis 1.5c 2c 4c physical transition risks opportunities,1,train
corporate sustainability reporting csrd european standards esrs disclosure transition finance credibility alignment paris agreement sector pathway nature capital valuation ecosystem services accounting wealth inclusive green economy,1,train
home kitchen remodel bathroom flooring contractor quote medical prescription dosage frequency drug interaction effects patient pharmacist,2,train
rights due diligence modern slavery child labour forced labour supply chain audit stakeholder engagement materiality assessment double materiality financial impact outside-in,1,train
principle 9 consumer value data privacy security recalls turnover net worth csr applicable section 135 companies act 2013 standalone financial statements,0,train
environmental compliance water act air act environment protection applicable laws india,0,val
environmental impact assessment projects applicable current financial year laws,0,val
social license to operate community acceptance impact assessment engagement benefit sharing integrated management system ims certification surveillance recertification cycle scope,1,val
technology review smartphone camera battery performance benchmark comparison price insurance policy premium coverage exclusion claim procedure beneficiary renewal,2,train
specific goals timelines renewable energy targets fy 2026 2027 2029 2030 esg workshops value partners training ngrbc nine principles percentage spend leadership oversight statement business responsibility challenges,0,train
estate listing bedroom bathroom feet amenities asking price academic transcript grades course credits semester gpa dean list certificate,2,train
responsible sourcing raw materials conflict minerals sustainable forestry fair trade rainforest task force climate financial disclosures tcfd transition risks scenario,1,train
biodiversity ecologically sensitive national parks wildlife sanctuaries biosphere reserves,0,val
sustainability annual integrated combined assurance external independent auditor energy intensity tonne production fraction electricity purchased certificates water intensity kilolitres product groundwater surface third party consumption withdrawal,1,train
library membership book issue return fine renewal reservation reading parking charges hourly monthly season pass two four wheeler catering order quantity serving vegetarian non-vegetarian,2,train
emissions trading scheme market offset quality additionality permanence verification slavery act transparency reporting supply chain indicators red flags board climate competence training literacy scenario oversight strategy integration,1,train
manufacturing fluid power equipment percentage turnover nic code products sold locations plants offices international operations,0,train
minimum paid employees workers equal more than minimum wage permanent other than remuneration salary wages median board directors kmp employees workers male female,0,train
insurance premium coverage exclusion procedure beneficiary renewal furniture assembly instruction list screws bolts allen key step component flight booking seat baggage preference boarding,2,train
tourist visa application embassy appointment fee interview approval painting exhibition gallery artist medium canvas acrylic watercolour sculpture charity donation ngo volunteer community service fundraising beneficiary impact,2,train
licence renewal form documents fees test transport authority registration application form certificate photograph appointment travel ration family members certificate address food grain,2,train
scholarship application academic merit proof institution recommendation blood donation camp voluntary check eligibility criteria hospital language learning app vocabulary practice listening speaking reading,2,train
esg workshops value chain partners training sessions ngrbc nine principles percentage spend oversight statement director business challenges,0,train
ghg scope 1 2 inventory verification third party assurance limited reasonable waste management hazardous non-hazardous recycling co-processing incineration landfill diversion,1,train
article breaking location emergency services response investigation playlist favourite songs artist album genre pop rock shuffle fitness workout plan exercise sets repetitions interval calories heart rate,2,train
cryptocurrency bitcoin blockchain wallet private key trading price chart loan application credit score income collateral interest rate mobile app update new features bug fixes improved battery optimised download store,2,train
governance statement business responsibility challenges board committee decision making sustainability issues plant corporate level reporting,0,train
water neutrality target zero waste landfill scope reduction renewable energy percentage female workforce diversity equity inclusion posh policy complaints,0,train
a general disclosures corporate identity number cin paid-up capital bse nse stock exchange ngrbc nine principles essential indicators leadership compliance transparency,0,train
digital sustainability ai machine learning efficiency resource optimisation predictive maintenance investment esg integration engagement proxy voting exclusion screening portfolio materiality matrix significant topics stakeholders business impact environmental social pillar,1,train
employee wellbeing health insurance accident insurance maternity paternity facilities wellbeing permanent coverage percentage benefits revenue,0,train
home renovation kitchen remodel bathroom upgrade flooring painting contractor quote medical prescription frequency drug interaction side effects patient,2,train
sustainable packaging bio-based recyclable design lightweighting reuse refill living fair wage supply chain minimum benchmark audit certification lgbtq inclusion rainbow diversity equity belonging safety culture workplace,1,train
energy management system iso energy review baseline performance indicators targets quality management iso 9001 customer satisfaction continual improvement process audit,1,train
gri universal standards sector program specific performance indicators boundary,1,val
business responsibility and sustainability report brsr mandatory disclosure listed entity sebi notification brsr core parameters reasonable assurance standalone boundary section a general disclosures corporate identity cin paid-up capital bse nse stock,0,train
